0.5, 0, 0, 0, 0, 0, 0
2.1684e-18, 6.93889e-18, 0, 1, 0, 5.55112e-17, 3.81639e-17
-0.000952899, 0.0111246, -0.00431789, 0.999928, -0.00109499, 0.0151708, -0.00246146
0.000592986, 0.0250187, -0.00200958, 0.999685, -0.00076061, 0.00633736, -0.00540126
0.00628091, 0.0266806, -0.00291222, 0.99962, -0.00201164, 0.0103914, -0.00508591
0.012693, 0.0163526, -0.00128393, 0.999785, -0.00332894, -0.00326603, -0.00192405
0.0145579, 0.0119179, -0.00139492, 0.999822, -0.00778361, -0.00996964, 0.014486
0.00974202, 0.00642268, -0.00512737, 0.999919, -0.00831685, 5.07078e-05, 0.015421
0.00176592, 0.004585, -0.00833427, 0.999953, -0.00967505, 0.0125312, 0.0283547
0.00176592, 0.004585, -0.00833427, 0.999953, -0.00967505, 0.0125312, 0.0283547
-0.0119626, 0.00220091, -0.00281147, 0.999922, -0.0177615, -0.00427048, 0.0691052
-0.0119626, 0.00220091, -0.00281147, 0.999922, -0.0177615, -0.00427048, 0.0691052
-0.0147098, -0.0103079, -0.00756625, 0.99981, -0.0184317, 0.016702, 0.0732271
-0.0142252, -0.00850693, -0.00216228, 0.99986, -0.0214738, -0.00456098, 0.102414
-0.0142252, -0.00850693, -0.00216228, 0.99986, -0.0214738, -0.00456098, 0.102414
-0.0142252, -0.00850693, -0.00216228, 0.99986, -0.0214738, -0.00456098, 0.102414
-0.0142252, -0.00850693, -0.00216228, 0.99986, -0.0214738, -0.00456098, 0.102414
-0.010325, -0.0107529, 0.00980951, 0.999841, -0.0291888, -0.00775884, 0.163282
-0.0074452, -0.0124856, 0.0101097, 0.999843, -0.0270124, 0.0087628, 0.161709
-0.00268037, -0.0114904, 0.0148588, 0.99982, -0.0297029, 0.000977051, 0.17954
0.000122566, -0.0122764, 0.0137754, 0.99983, -0.0289683, 0.00848931, 0.183373
-0.000196377, -0.0121849, 0.015733, 0.999802, -0.0298724, 0.00228908, 0.193396
-0.00426883, -0.0205677, 0.0158932, 0.999653, -0.0294929, -0.00157721, 0.191935
-0.0101255, -0.0202159, 0.0150907, 0.99963, -0.0343545, -0.00850105, 0.21687
-0.0177783, -0.0226455, 0.0107371, 0.999528, -0.0317434, 0.000615557, 0.214965
-0.0226061, -0.0270578, 0.0112423, 0.999315, -0.0319821, -0.00430612, 0.208924
-0.0260723, -0.028111, 0.0122449, 0.99919, -0.0308895, -0.00658762, 0.21734
-0.0270585, -0.0281985, 0.0108061, 0.999178, -0.0305718, -0.00148623, 0.210191
-0.027571, -0.0271632, 0.0125514, 0.999172, -0.0316744, -0.010293, 0.210336
-0.03031, -0.0266648, 0.0118223, 0.999115, -0.0296567, -0.0103356, 0.212321
-0.0357825, -0.0253436, 0.00772251, 0.999008, -0.0298555, 0.0011144, 0.214758
-0.0414159, -0.0240721, 0.00741992, 0.998824, -0.0333876, -0.00181319, 0.224425
-0.0495784, -0.025507, 0.0083355, 0.99841, -0.0318375, -0.0115149, 0.221676
-0.0606532, -0.0250281, 0.00357433, 0.997839, -0.0338478, 0.00464934, 0.230266
-0.0739716, -0.0268799, 0.00309753, 0.996893, -0.0353879, 0.00331093, 0.233371
-0.0904424, -0.0251067, 0.00147206, 0.995584, -0.034358, 0.00893154, 0.254517
-0.108612, -0.0319437, 0.000834298, 0.993571, -0.0378521, 0.00947261, 0.24648
-0.127387, -0.0348683, 0.00180604, 0.991238, -0.037388, 0.00565083, 0.25098
-0.146668, -0.037226, 0.00240815, 0.988482, -0.0387335, 0.00776573, 0.260912
-0.165453, -0.0378178, 0.00282991, 0.985488, -0.0404266, 0.0126099, 0.273045
-0.183824, -0.0434505, 0.00523004, 0.981984, -0.0387277, 0.00785355, 0.269567
-0.20226, -0.045724, 0.00720084, 0.978237, -0.0400774, 0.0123319, 0.283297
-0.221038, -0.0549349, 0.00697421, 0.973692, -0.0391636, 0.0201294, 0.262966
-0.238893, -0.0522151, 0.0143587, 0.969535, -0.0413067, 0.0141829, 0.298785
-0.257257, -0.0569044, 0.0170454, 0.964516, -0.0423253, 0.0251259, 0.298687
-0.276024, -0.0579771, 0.0222149, 0.959143, -0.0398444, 0.0243518, 0.307025
-0.295483, -0.061183, 0.0243827, 0.953075, -0.0386199, 0.0218253, 0.296291
-0.315121, -0.0593737, 0.0225282, 0.946925, -0.0402612, 0.0355991, 0.302758
-0.33365, -0.0628329, 0.0230754, 0.940317, -0.040044, 0.0282948, 0.288158
-0.34933, -0.0581448, 0.0236794, 0.934894, -0.0382305, 0.0325734, 0.305808
-0.363123, -0.0574325, 0.0241591, 0.929655, -0.0408596, 0.0319311, 0.308792
-0.378067, -0.0519462, 0.0164482, 0.924173, -0.04259, 0.0705005, 0.316611
-0.388579, -0.0513348, 0.0259787, 0.919618, -0.0410885, 0.0335548, 0.332257
-0.40123, -0.047961, 0.0235769, 0.914417, -0.0418985, 0.0471216, 0.340143
-0.413689, -0.0535073, 0.0178519, 0.908669, -0.0402758, 0.0586092, 0.306987
-0.4226, -0.052622, 0.0209522, 0.904545, -0.039476, 0.0463577, 0.314462
-0.430085, -0.0598035, 0.0255125, 0.900444, -0.038981, 0.0194422, 0.301486
-0.430085, -0.0598035, 0.0255125, 0.900444, -0.038981, 0.0194422, 0.301486
-0.444464, -0.0652457, 0.0210875, 0.893168, -0.038031, 0.0187457, 0.28322
-0.450625, -0.0523771, 0.0160969, 0.89103, -0.0391503, 0.0577876, 0.329996
-0.455059, -0.0646388, 0.0137677, 0.888006, -0.0385545, 0.0423048, 0.291798
-0.458757, -0.066898, 0.0146632, 0.885919, -0.0414847, 0.0350676, 0.297023
-0.459891, -0.0675566, 0.0180826, 0.885217, -0.0401284, 0.0203174, 0.309586
-0.460675, -0.0718813, 0.0113723, 0.88458, -0.0380573, 0.0371835, 0.285022
-0.457652, -0.0612183, 0.0121405, 0.886938, -0.0402624, 0.0535478, 0.325221
-0.45092, -0.0627855, 0.0162819, 0.890204, -0.0407172, 0.0353029, 0.324104
-0.44185, -0.0648119, 0.0156123, 0.894609, -0.035932, 0.0356663, 0.309232
-0.44185, -0.0648119, 0.0156123, 0.894609, -0.035932, 0.0356663, 0.309232
-0.414888, -0.0625135, 0.0137223, 0.907619, -0.0325295, 0.0472028, 0.287482
-0.414888, -0.0625135, 0.0137223, 0.907619, -0.0325295, 0.0472028, 0.287482
-0.368505, -0.0612692, 0.0216718, 0.927351, -0.0285126, 0.0255269, 0.273831
-0.33868, -0.0556977, 0.0258694, 0.938895, -0.0283253, 0.0226643, 0.29047
-0.304678, -0.057135, 0.029415, 0.950285, -0.0267351, 0.011074, 0.28427
-0.269301, -0.0580534, 0.0295274, 0.960851, -0.0258383, 0.00972146, 0.27026
-0.231253, -0.0523829, 0.0351063, 0.970848, -0.0259527, -0.0108493, 0.283401
-0.193662, -0.0506249, 0.0349388, 0.979138, -0.024018, -0.0134268, 0.271985
-0.155587, -0.0450561, 0.0357199, 0.986147, -0.0222824, -0.0172768, 0.27361
-0.11691, -0.0466733, 0.0376131, 0.991332, -0.0199499, -0.0290105, 0.247979
-0.0790447, -0.0408927, 0.0395964, 0.995245, -0.0207557, -0.0399244, 0.258447
-0.0423727, -0.0423316, 0.0384499, 0.997464, -0.0166346, -0.0412236, 0.249144
-0.00589423, -0.0451594, 0.0398649, 0.998167, -0.0141498, -0.0563155, 0.230609
0.0279696, -0.0433912, 0.0389033, 0.997909, -0.0168948, -0.0623831, 0.23025
0.0580521, -0.0429135, 0.0349176, 0.996779, -0.0166677, -0.0553053, 0.22055
0.0863025, -0.037982, 0.0318984, 0.995034, -0.0177179, -0.0493871, 0.229774
0.1126, -0.0390285, 0.0327684, 0.992333, -0.0161541, -0.0557539, 0.21147
