0.99994, -1.98475e-05, -0.0108396, -0.00183091, 0, 0, 0
0.999786, 0.000245146, -0.0206711, -0.000570993, -0.000506385, 0.00146338, 0.00260794
0.999806, 0.000320816, -0.0196953, -0.000456785, -0.0101593, 0.000154416, 0.0128407
0.999803, 0.00100606, -0.0198012, -0.000385229, -0.0117006, 0.00040551, 0.017376
0.999862, 0.00153199, -0.0165157, -0.000528926, -0.0134923, 0.000479886, 0.0232601
0.999906, 0.00165018, -0.0135922, -0.000588493, -0.0148601, 0.000719311, 0.0299512
0.999908, 0.00152958, -0.0134372, -0.000755394, -0.0163128, 0.00071424, 0.0379766
0.999933, 0.000856424, -0.0115413, -0.000856871, -0.0177349, 0.000605796, 0.0471673
0.999961, 7.73584e-05, -0.00878524, -0.000760961, -0.0191359, 0.000589526, 0.0572816
0.999967, -0.000517943, -0.00812376, -0.000772721, -0.0207268, 0.000601089, 0.0681472
0.999974, -0.00076329, -0.00716657, -0.000362985, -0.0226323, 0.000552949, 0.0798513
0.999986, -0.000911493, -0.00517546, 0.000649515, -0.0247886, 0.000555135, 0.0921852
0.999984, -0.000938452, -0.00523721, 0.00177938, -0.027194, 0.000629791, 0.104925
0.999966, -0.00119309, -0.00759635, 0.00310353, -0.0296093, 0.000446857, 0.118065
0.999951, -0.00174067, -0.00876122, 0.00420047, -0.0319094, 0.000449475, 0.131178
0.999923, -0.00280447, -0.0108937, 0.00527751, -0.0340085, 0.000119917, 0.144384
0.999879, -0.00464255, -0.0133153, 0.00659503, -0.0361582, -0.000554201, 0.15748
0.999843, -0.00699933, -0.0139688, 0.00839908, -0.038348, -0.00175905, 0.170378
0.999809, -0.00955132, -0.0131398, 0.0109023, -0.0407068, -0.00315936, 0.18318
0.999771, -0.011859, -0.011687, 0.0134241, -0.0433687, -0.00448046, 0.195621
0.999721, -0.0139056, -0.010695, 0.0158173, -0.0464875, -0.00577928, 0.207743
0.999684, -0.0150988, -0.0103365, 0.0172544, -0.0499069, -0.00687547, 0.219435
0.999674, -0.0157762, -0.0103872, 0.0171912, -0.0531993, -0.00752197, 0.230917
0.999684, -0.0164236, -0.010214, 0.0160323, -0.056051, -0.0072022, 0.241861
0.999702, -0.0171589, -0.0104882, 0.0138107, -0.0583075, -0.00541631, 0.251948
0.999718, -0.0179599, -0.0111309, 0.0108509, -0.0603286, -0.00311835, 0.260835
0.999746, -0.0186047, -0.0100473, 0.0077806, -0.0627313, -0.00224647, 0.268619
0.999766, -0.0194873, -0.00772259, 0.00526198, -0.065096, -0.00133891, 0.275287
0.999774, -0.0202009, -0.00530462, 0.00405158, -0.0680393, -0.00154935, 0.281003
0.999761, -0.021294, -0.00244875, 0.00429007, -0.0707295, -0.00217127, 0.285704
0.999742, -0.0221514, -0.000322727, 0.00508056, -0.073533, -0.0030021, 0.289397
0.999715, -0.0228847, 0.00118533, 0.00675151, -0.0765336, -0.00446463, 0.292282
0.999676, -0.0236086, 0.00230151, 0.00923292, -0.0798163, -0.00653519, 0.294344
0.999612, -0.0245779, 0.0026014, 0.0128351, -0.0833375, -0.00888546, 0.295659
0.999524, -0.0253748, 0.00190406, 0.0174175, -0.0871794, -0.0109625, 0.296293
0.999405, -0.0259374, -0.000319906, 0.0227456, -0.0908097, -0.0130806, 0.296548
0.999244, -0.0262571, -0.00379397, 0.028415, -0.0938405, -0.0145429, 0.296775
0.999048, -0.0263888, -0.00752207, 0.033905, -0.095498, -0.0157548, 0.297264
0.998804, -0.0265513, -0.0114603, 0.0394353, -0.0961671, -0.0168072, 0.297895
0.998484, -0.0267253, -0.0151137, 0.0456933, -0.0958584, -0.0176052, 0.298898
0.998103, -0.0262148, -0.0176687, 0.0528274, -0.0955225, -0.0184656, 0.299984
0.997567, -0.0251513, -0.0206584, 0.0616485, -0.0951736, -0.0195897, 0.30118
0.996821, -0.0237088, -0.0235781, 0.0723143, -0.0949968, -0.0209313, 0.302289
0.995817, -0.021465, -0.0272323, 0.0845404, -0.0952312, -0.0227121, 0.303397
0.994464, -0.0188412, -0.0327312, 0.0980545, -0.0953569, -0.0247147, 0.304795
0.992685, -0.0167191, -0.0397516, 0.112765, -0.0952404, -0.0268059, 0.306353
0.99048, -0.0150233, -0.0461689, 0.128807, -0.0949608, -0.0285462, 0.307596
0.987952, -0.0131764, -0.0505458, 0.145676, -0.0946684, -0.0297026, 0.308472
0.984997, -0.0118969, -0.053984, 0.163479, -0.0942255, -0.0301178, 0.309211
0.98168, -0.011159, -0.0563335, 0.181676, -0.0938113, -0.030117, 0.309795
0.978144, -0.010488, -0.0587775, 0.199172, -0.0933971, -0.0300222, 0.310753
0.974421, -0.0104938, -0.0607357, 0.216114, -0.0931297, -0.0293901, 0.311753
