-0.0127425, -0.00215207, -0.587667, -0.000204143, 0.00308105, -7.77617e-05, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228
-0.0127425, -0.00215207, -0.587667, -0.000204143, 0.00308105, -7.77617e-05, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228
-0.0128202, -0.00219217, -0.586779, -0.000573908, -0.00088353, -0.0002973, 0.0316063, 0.0315699, 0.031543, 0.0311783, 0.0299508, 0.0304668
-0.0129111, -0.00219052, -0.586498, -0.000644017, -0.00151215, -0.000319835, 0.0315913, 0.0315554, 0.0315112, 0.0308563, 0.0297605, 0.0303917
-0.0129813, -0.00220098, -0.586148, -0.000757666, -0.00225438, -0.000358893, 0.0315769, 0.0315432, 0.0314726, 0.0305224, 0.0295528, 0.0303382
-0.0130499, -0.00220897, -0.586012, -0.000812359, -0.00248464, -0.000383119, 0.0315631, 0.0315331, 0.0314256, 0.0302009, 0.0292914, 0.0302865
-0.0131152, -0.00223073, -0.58587, -0.000898285, -0.00269392, -0.000412255, 0.0315501, 0.0315219, 0.0313628, 0.0298896, 0.0290022, 0.0302436
-0.013168, -0.00225289, -0.585606, -0.000975055, -0.00312858, -0.000438161, 0.0315379, 0.0315114, 0.031284, 0.0295846, 0.028684, 0.0302061
-0.0132187, -0.00226747, -0.585482, -0.000996218, -0.00328661, -0.000456196, 0.0315266, 0.0315032, 0.0311999, 0.0292765, 0.0283579, 0.0301706
-0.0132655, -0.00226608, -0.585489, -0.000989744, -0.00320124, -0.00046398, 0.0315164, 0.0314947, 0.0311024, 0.0289564, 0.0280253, 0.0301382
-0.0133051, -0.00227099, -0.585388, -0.000954925, -0.00329716, -0.000475164, 0.0315073, 0.0314862, 0.0309926, 0.028624, 0.0277128, 0.0301066
-0.0133378, -0.00227029, -0.585377, -0.000908206, -0.00325428, -0.000488937, 0.0314992, 0.0314792, 0.0308867, 0.0282779, 0.0274464, 0.0300733
-0.0133877, -0.00226973, -0.585661, -0.000828188, -0.00282768, -0.000507332, 0.0314918, 0.0314711, 0.0307667, 0.0279124, 0.0271821, 0.0300381
-0.0134491, -0.00228535, -0.585915, -0.000830466, -0.0024517, -0.000506085, 0.0314839, 0.0314578, 0.0306089, 0.0275263, 0.0268825, 0.03
-0.0135056, -0.00229957, -0.586173, -0.000785654, -0.00209268, -0.000514519, 0.0314762, 0.0314419, 0.0304476, 0.0271287, 0.0265892, 0.0299645
-0.0135904, -0.00234484, -0.586584, -0.000756387, -0.00154554, -0.000506581, 0.0314685, 0.0314221, 0.0302897, 0.0267204, 0.0262955, 0.0299338
-0.013658, -0.00240142, -0.58678, -0.000808398, -0.00120686, -0.000500981, 0.031461, 0.0313986, 0.0301586, 0.0263115, 0.0260149, 0.0299116
-0.0137083, -0.00247045, -0.586808, -0.000923294, -0.00105421, -0.00048485, 0.0314541, 0.0313779, 0.030079, 0.0259104, 0.0258138, 0.0298906
-0.0137435, -0.00251455, -0.586755, -0.00101875, -0.000974399, -0.000476718, 0.0314477, 0.0313627, 0.0300462, 0.0255154, 0.0256841, 0.0298665
-0.0137705, -0.00253986, -0.586733, -0.00106831, -0.000875045, -0.00046948, 0.031442, 0.0313512, 0.0300336, 0.0251131, 0.0255564, 0.0298352
-0.013781, -0.00253592, -0.586734, -0.00107674, -0.000805351, -0.000487937, 0.0314369, 0.0313412, 0.0300266, 0.0247025, 0.0254002, 0.0297979
-0.0137839, -0.00250667, -0.586746, -0.00102708, -0.000791798, -0.000542015, 0.0314328, 0.0313306, 0.0300197, 0.0242686, 0.0252307, 0.0297504
-0.0137969, -0.00245268, -0.586769, -0.000978726, -0.00080885, -0.000616623, 0.0314298, 0.0313154, 0.0299885, 0.0237683, 0.0250618, 0.0296827
-0.0138295, -0.00236231, -0.586906, -0.00090653, -0.000828963, -0.00069124, 0.0314266, 0.031292, 0.0298751, 0.0231729, 0.0248838, 0.0295907
-0.0138996, -0.00222608, -0.58742, -0.000892143, -0.000671228, -0.000709798, 0.0314218, 0.031258, 0.0295803, 0.0225311, 0.0246678, 0.0294869
-0.0139833, -0.00208356, -0.588207, -0.000986021, -0.000237967, -0.000682181, 0.0314153, 0.0312191, 0.0290639, 0.0219601, 0.0243762, 0.0294
-0.0140401, -0.00200651, -0.588811, -0.00117855, 0.000208466, -0.000645073, 0.0314084, 0.0311874, 0.0284849, 0.0214535, 0.0240441, 0.0293331
-0.0140951, -0.00193665, -0.58944, -0.00138315, 0.000670961, -0.000582216, 0.0314022, 0.0311659, 0.0279919, 0.0209685, 0.0237286, 0.0292704
-0.0141311, -0.00191217, -0.589895, -0.0015898, 0.00101084, -0.00050932, 0.0313971, 0.0311497, 0.0276054, 0.0204973, 0.0234567, 0.0292058
-0.0141649, -0.00190171, -0.590258, -0.00177954, 0.00127279, -0.000421182, 0.0313932, 0.0311365, 0.0273009, 0.0200016, 0.0232054, 0.0291337
-0.0142018, -0.00189121, -0.590696, -0.00193087, 0.00143285, -0.000328219, 0.03139, 0.0311235, 0.027016, 0.0195034, 0.0229306, 0.0290515
-0.014236, -0.00189504, -0.591092, -0.00204454, 0.00151607, -0.000233343, 0.031387, 0.0311083, 0.0267126, 0.0190223, 0.0225977, 0.0289538
-0.0142728, -0.00190939, -0.59154, -0.00214555, 0.00149258, -0.000125041, 0.031384, 0.03109, 0.0263738, 0.018578, 0.0221732, 0.0288416
-0.014312, -0.0019238, -0.592026, -0.00221591, 0.00137181, -3.02624e-05, 0.0313807, 0.0310686, 0.0259916, 0.0182084, 0.0216283, 0.0287209
