0, 0, 0, 0.0316228, 0.0316228, 0.0316228
-0.014677, -0.000693179, 0.0312013, 0.157267, 0.157268, 0.0350645
-0.0243485, 0.00852616, 0.0694975, 0.137151, 0.137154, 0.0342699
-0.0232654, 0.0111884, 0.114241, 0.131685, 0.131704, 0.0339847
-0.0166946, 0.0100467, 0.156427, 0.12979, 0.129821, 0.0339121
-0.0196967, 0.00628566, 0.190933, 0.12907, 0.12906, 0.0339663
-0.0113438, -0.00333693, 0.216219, 0.128661, 0.128703, 0.0340919
-0.00176586, -0.0110594, 0.239705, 0.128572, 0.128797, 0.0342695
0.00279027, -0.021324, 0.265006, 0.129217, 0.129605, 0.0344932
-0.00339954, -0.0265536, 0.286098, 0.130627, 0.131015, 0.0347535
-0.00479375, -0.0340773, 0.301437, 0.132655, 0.132943, 0.0350118
-0.0060464, -0.0333674, 0.315776, 0.135562, 0.135639, 0.0352783
-0.0114521, -0.0359114, 0.324891, 0.139069, 0.138897, 0.035526
-0.0141002, -0.0359463, 0.33161, 0.14313, 0.142809, 0.0357495
-0.0166337, -0.0334057, 0.33557, 0.147525, 0.147104, 0.0359132
-0.0173821, -0.02722, 0.340072, 0.152454, 0.151876, 0.0360322
-0.0166873, -0.0238277, 0.340598, 0.157725, 0.156888, 0.0361192
-0.0197896, -0.0189287, 0.336374, 0.163167, 0.162012, 0.0361757
-0.0248348, -0.0107049, 0.325999, 0.168624, 0.167174, 0.0361978
-0.0259458, -0.00196001, 0.307038, 0.173809, 0.172073, 0.0362035
-0.0326022, 0.00171275, 0.28031, 0.178432, 0.176383, 0.0362489
-0.0390412, 0.00348182, 0.247992, 0.182204, 0.180039, 0.036296
-0.0411529, 0.00205127, 0.209603, 0.184576, 0.182724, 0.0362804
-0.0425705, 5.52515e-06, 0.169208, 0.185245, 0.184114, 0.0362189
-0.0439527, 8.21133e-06, 0.130244, 0.183783, 0.183788, 0.0360842
-0.0443209, -5.88639e-05, 0.0912385, 0.179865, 0.18131, 0.0358609
-0.0469592, 0.00856784, 0.0562096, 0.17403, 0.176967, 0.0355739
-0.044675, 0.0084807, 0.0264221, 0.166352, 0.170701, 0.0352367
-0.0437709, 0.0106802, 0.00291282, 0.158054, 0.163275, 0.034868
-0.0381159, 0.0134284, -0.0122708, 0.150238, 0.155269, 0.0344792
-0.0251426, 0.0133003, -0.0199668, 0.143713, 0.146969, 0.0341294
-0.00934946, 0.00385874, -0.0232878, 0.138178, 0.138535, 0.0338819
-0.00881657, 0.00115586, -0.022654, 0.133072, 0.13013, 0.0337319
-0.0100081, -3.30068e-06, -0.0156197, 0.128632, 0.12225, 0.0336301
-0.0111539, -0.00386177, -0.0128882, 0.1242, 0.115149, 0.0335515
-0.0149561, -0.00664616, -0.00420027, 0.119735, 0.108742, 0.0334479
-0.0126979, -0.0164602, 0.00357784, 0.115712, 0.103071, 0.0332921
-0.00846364, -0.0276352, 0.0146199, 0.11189, 0.0983703, 0.0331135
-0.00471575, -0.0367845, 0.0238974, 0.10796, 0.0949862, 0.0329642
-0.0100861, -0.0416509, 0.0292411, 0.104075, 0.0928003, 0.032903
-0.0158104, -0.048536, 0.0358737, 0.100718, 0.0920417, 0.0330568
-0.0235582, -0.0527897, 0.0432013, 0.0975903, 0.0927777, 0.0334691
-0.0365726, -0.0538606, 0.0505662, 0.0945451, 0.0949158, 0.0340623
-0.0460669, -0.051514, 0.0528938, 0.0918027, 0.0984885, 0.0347372
-0.0547019, -0.046727, 0.0513679, 0.0894088, 0.103436, 0.0353492
-0.0651666, -0.0446905, 0.0537561, 0.0876933, 0.109559, 0.035826
